Model,Years_Working,Production_Year,Range_km,Engine_Type,Fuel_Consumption,Capacity,Hourly_Maintenance_Cost,Region,Price_USD
Boeing 777,28,1996,15657,Turbofan,6.63,393,989.04,Africa,86722611.96
Boeing 747,30,1994,13804,Turbofan,10.06,660,4377.73,Europe,80385502.73
Boeing 737,17,2007,6521,Turbofan,2.53,204,3754.58,North America,37347558.73
Boeing 747,0,2024,13836,Turbofan,10.57,665,4112.12,North America,465558537.74
Boeing 747,5,2019,14075,Turbofan,9.58,666,509.31,Oceania,341266090.99
Boeing 737,34,1990,6616,Turbofan,2.54,209,2245.18,Europe,19980266.89
Boeing 747,20,2004,14296,Turbofan,9.11,664,3391.29,Oceania,169745962.35
Cessna 172,5,2019,1045,Piston,0.04,4,1638.4,North America,368378.25
Boeing 747,15,2009,13790,Turbofan,9.61,654,538.68,Asia,155000663.6
Airbus A350-1000,7,2017,16521,Turbofan,5.03,403,4382.7,Middle East,222947665.1
Airbus A350-1000,8,2016,15671,Turbofan,4.96,413,700.85,Asia,244172219.0
Boeing 747,19,2005,14092,Turbofan,9.27,657,4504.11,South America,126292175.29
Boeing 747,11,2013,13331,Turbofan,10.59,666,4094.48,North America,272150016.35
Airbus A350-1000,7,2017,15771,Turbofan,4.91,410,2484.55,Middle East,251413942.24
Airbus A380,3,2021,15075,Turbofan,12.37,843,1509.94,Middle East,409643910.28
Boeing 777,11,2013,16175,Turbofan,7.01,403,4093.35,Africa,232923662.59
Cessna 172,5,2019,913,Piston,0.04,4,1347.09,Europe,359586.67
Boeing 747,24,2000,14244,Turbofan,10.19,656,2776.75,Asia,140161159.66
Airbus A350-1000,3,2021,15873,Turbofan,5.31,420,4792.15,Middle East,336747926.96
Cessna 172,12,2012,1492,Piston,0.04,4,1311.31,Oceania,235515.01
Boeing 777,12,2012,15413,Turbofan,7.42,392,4525.64,Middle East,226112791.31
Airbus A350-1000,2,2022,16074,Turbofan,4.88,420,3521.94,Africa,265889792.24
Boeing 747,33,1991,14085,Turbofan,10.91,657,2734.02,Asia,75358176.48
Boeing 737,26,1998,6755,Turbofan,2.74,200,1953.44,Africa,26658853.63
Boeing 747,15,2009,13786,Turbofan,9.72,653,855.4,Middle East,211591757.48
Airbus A320,16,2008,6273,Turbofan,2.36,171,2578.39,Europe,48505613.71
Airbus A350-1000,3,2021,16490,Turbofan,4.96,404,2154.39,Asia,333287483.46
Airbus A350-1000,5,2019,15917,Turbofan,5.12,413,2333.41,Middle East,302046526.13
Boeing 747,1,2023,13673,Turbofan,10.86,668,4078.76,Africa,405805768.91
Airbus A380,2,2022,15272,Turbofan,11.86,860,3239.29,Oceania,330650175.89
Boeing 737,12,2012,6952,Turbofan,2.8,202,2194.03,Middle East,57351572.4
Boeing 747,29,1995,13410,Turbofan,10.91,659,4932.02,North America,81414817.68
Airbus A380,18,2006,15005,Turbofan,11.79,847,4647.08,Africa,176725900.12
Boeing 737,0,2024,6847,Turbofan,2.79,203,2580.06,Oceania,106519500.19
Boeing 777,10,2014,15250,Turbofan,7.41,405,936.88,South America,239485470.36
Airbus A380,7,2017,14775,Turbofan,11.15,860,2660.19,South America,349362157.26
Cessna 172,34,1990,1135,Piston,0.04,4,2235.39,Asia,100000.0
Airbus A350-1000,0,2024,15860,Turbofan,5.64,410,1585.08,North America,293796130.09
Cessna 172,15,2009,1003,Piston,0.04,4,3730.68,Europe,215944.2
Cessna 172,1,2023,1140,Piston,0.04,4,3486.77,Oceania,429485.71
Airbus A320,3,2021,6066,Turbofan,2.71,172,2561.25,North America,76965107.12
Cessna 172,28,1996,1774,Piston,0.04,4,3385.16,Asia,100000.0
Airbus A350-1000,0,2024,15753,Turbofan,4.81,401,2497.49,North America,423432258.05
Cessna 172,0,2024,1507,Piston,0.04,4,1230.0,Middle East,377752.25
Boeing 777,11,2013,15549,Turbofan,6.46,398,3731.4,Middle East,194742266.14
Airbus A320,10,2014,6361,Turbofan,2.36,182,626.82,Oceania,53111476.39
Airbus A350-1000,6,2018,16061,Turbofan,5.44,412,1058.69,North America,256913199.2
Airbus A350-1000,1,2023,16561,Turbofan,5.29,409,1138.45,Europe,409723603.31
Airbus A350-1000,0,2024,15890,Turbofan,5.07,402,3102.45,Oceania,344607114.88
Boeing 747,18,2006,13532,Turbofan,11.0,669,559.89,Europe,195941504.13
Airbus A380,15,2009,14727,Turbofan,12.87,843,1436.98,South America,199661082.83
Cessna 172,23,2001,1052,Piston,0.04,4,1574.12,Asia,117298.84
Cessna 172,13,2011,1255,Piston,0.04,4,1312.01,Europe,177322.6
Cessna 172,7,2017,1381,Piston,0.04,4,4039.44,Africa,296270.33
Cessna 172,27,1997,1132,Piston,0.04,4,1772.09,Asia,118959.91
Boeing 777,23,2001,15989,Turbofan,6.21,388,4304.91,Oceania,102329497.74
Airbus A320,30,1994,6437,Turbofan,2.62,170,1623.63,Africa,21405066.9
Airbus A380,18,2006,15274,Turbofan,12.11,851,2342.83,North America,185327209.46
Boeing 737,34,1990,6095,Turbofan,2.59,218,3630.75,South America,17165459.89
Airbus A320,21,2003,6731,Turbofan,2.26,188,3961.62,North America,34011026.02
Airbus A380,18,2006,15484,Turbofan,10.84,859,1439.3,Europe,191308061.87
Airbus A380,11,2013,15694,Turbofan,11.16,850,1457.66,Europe,279491276.14
Airbus A320,19,2005,6428,Turbofan,2.62,188,3558.8,South America,32622586.8
Airbus A380,5,2019,15405,Turbofan,11.5,840,4262.84,South America,369112865.43
Cessna 172,27,1997,1429,Piston,0.04,4,748.4,Africa,100267.37
Airbus A320,16,2008,6676,Turbofan,2.74,183,4818.85,Oceania,52317260.55
Boeing 747,23,2001,14247,Turbofan,9.28,663,4895.48,Asia,154055131.69
Airbus A380,4,2020,14934,Turbofan,11.03,850,4137.24,North America,392700218.7
Boeing 747,10,2014,14180,Turbofan,9.72,650,4412.9,Oceania,279089773.14
Airbus A320,20,2004,6656,Turbofan,2.58,184,3163.23,South America,29769919.5
Airbus A320,26,1998,6513,Turbofan,2.59,179,1068.4,Europe,27325920.85
Boeing 737,34,1990,6809,Turbofan,2.57,214,2805.53,Middle East,16365997.82
Airbus A380,16,2008,15369,Turbofan,11.11,849,3062.01,Asia,204987039.88
Airbus A380,4,2020,15332,Turbofan,12.57,858,4100.01,Asia,327183866.57
Cessna 172,26,1998,1416,Piston,0.04,4,3110.53,Oceania,123302.94
Boeing 747,28,1996,14049,Turbofan,10.69,652,3188.51,Europe,101026897.44
Airbus A350-1000,7,2017,16196,Turbofan,4.99,404,3903.83,Europe,216329582.04
Boeing 777,13,2011,16020,Turbofan,6.8,391,2430.82,Oceania,181941672.83
Airbus A350-1000,5,2019,16521,Turbofan,5.39,407,591.42,North America,324614961.53
Boeing 777,18,2006,15756,Turbofan,6.17,392,3108.14,Middle East,155091417.68
Boeing 777,11,2013,15259,Turbofan,6.66,394,969.58,Asia,240856416.12
Airbus A350-1000,8,2016,15910,Turbofan,5.54,419,4227.41,Europe,253630322.83
Boeing 747,25,1999,13395,Turbofan,9.19,652,743.53,Oceania,93797004.32
Boeing 747,8,2016,13416,Turbofan,10.26,661,2783.9,Europe,238153984.28
Cessna 172,29,1995,1038,Piston,0.04,4,3760.05,North America,100000.0
Boeing 747,33,1991,13688,Turbofan,10.35,651,1568.25,North America,70479243.23
Boeing 777,28,1996,16158,Turbofan,7.21,388,3409.54,Middle East,71494688.02
Boeing 777,20,2004,15491,Turbofan,7.09,397,1311.9,North America,113321537.42
Boeing 747,16,2008,13778,Turbofan,10.01,663,1360.31,South America,153140638.99
Boeing 777,22,2002,15207,Turbofan,7.13,399,4565.45,Africa,127934763.92
Airbus A380,10,2014,14970,Turbofan,11.73,845,4324.47,South America,246104418.04
Boeing 777,28,1996,15975,Turbofan,6.92,398,4719.19,Oceania,97449731.09
Boeing 777,26,1998,15877,Turbofan,6.7,395,4319.57,Asia,87743642.98
Boeing 737,4,2020,6962,Turbofan,2.71,206,4134.55,Europe,74238434.95
Airbus A380,4,2020,15235,Turbofan,11.9,840,1823.83,Africa,317497970.1
Airbus A380,3,2021,14832,Turbofan,12.11,859,620.46,Middle East,325522053.04
Boeing 777,6,2018,15454,Turbofan,7.06,387,3757.75,Europe,213564728.23
Cessna 172,18,2006,876,Piston,0.04,4,1900.59,Middle East,164005.73
Boeing 747,1,2023,13931,Turbofan,10.75,654,2906.72,Africa,325098326.19
Airbus A380,10,2014,14835,Turbofan,12.86,860,2912.83,South America,276459036.23
Airbus A380,3,2021,15094,Turbofan,11.43,848,1902.65,Europe,394104493.17
Boeing 747,0,2024,14068,Turbofan,10.13,669,2047.15,Europe,350249751.87
Airbus A320,33,1991,6258,Turbofan,2.66,185,3773.06,Asia,21488564.99
Cessna 172,7,2017,884,Piston,0.04,4,1548.91,North America,294877.06
Airbus A350-1000,5,2019,15956,Turbofan,4.85,419,1610.66,Europe,330656806.97
Boeing 777,19,2005,15529,Turbofan,6.89,391,2963.61,South America,124093641.41
Airbus A380,13,2011,15368,Turbofan,11.84,841,3545.09,South America,220203505.26
Airbus A380,13,2011,15578,Turbofan,11.25,851,3948.3,Africa,225094693.84
Airbus A350-1000,6,2018,16492,Turbofan,5.66,406,3062.77,Middle East,270982216.8
Boeing 777,16,2008,15442,Turbofan,6.52,402,2387.4,North America,183614401.36
Boeing 777,26,1998,16181,Turbofan,6.72,398,3898.36,Europe,97441136.59
Airbus A380,15,2009,14929,Turbofan,11.86,854,2099.95,North America,233582544.62
Airbus A320,33,1991,6242,Turbofan,2.41,186,3001.46,Asia,22115591.43
Boeing 737,34,1990,6116,Turbofan,2.62,220,1457.66,South America,17160698.14
Airbus A320,19,2005,6433,Turbofan,2.69,175,2595.97,Asia,43590082.94
Airbus A320,10,2014,6352,Turbofan,2.55,182,3551.55,Asia,70614651.66
Airbus A380,15,2009,14835,Turbofan,10.97,853,3828.77,Asia,241625899.69
Airbus A320,0,2024,6134,Turbofan,2.31,176,1464.54,Asia,83459294.51
Cessna 172,0,2024,1253,Piston,0.04,4,1160.35,Middle East,338324.79
Airbus A350-1000,7,2017,15965,Turbofan,4.7,419,963.32,Asia,290176218.29
Airbus A380,11,2013,14969,Turbofan,11.54,849,4876.13,North America,265015267.55
Airbus A320,8,2016,6731,Turbofan,2.51,178,3697.2,Africa,64553325.19
Boeing 747,6,2018,13974,Turbofan,10.47,669,4517.37,North America,330472249.35
Boeing 777,21,2003,15969,Turbofan,7.06,406,1042.5,Europe,119146873.08
Boeing 777,18,2006,15751,Turbofan,6.48,389,1068.13,South America,123994877.78
Airbus A350-1000,8,2016,15600,Turbofan,4.78,406,2604.0,Africa,290188741.16
Airbus A380,8,2016,15563,Turbofan,12.63,858,1409.09,Europe,341365505.14
Airbus A320,17,2007,6036,Turbofan,2.39,173,1868.12,Middle East,48432375.0
Boeing 777,18,2006,15549,Turbofan,7.11,386,2631.22,Europe,170735752.65
Boeing 737,18,2006,6519,Turbofan,2.69,206,726.23,Europe,41571828.71
Boeing 747,2,2022,13315,Turbofan,9.6,662,3669.64,Asia,344988937.56
Boeing 777,8,2016,16043,Turbofan,7.19,403,923.53,South America,206006491.22
Airbus A350-1000,1,2023,16298,Turbofan,5.47,410,1635.48,North America,322557098.2
Cessna 172,14,2010,943,Piston,0.04,4,3719.28,Oceania,185853.48
Boeing 747,1,2023,13764,Turbofan,9.57,655,953.8,Africa,408710530.41
Airbus A320,32,1992,5974,Turbofan,2.39,187,3853.01,South America,22628470.03
Boeing 777,4,2020,15939,Turbofan,6.61,395,1484.98,Europe,311609074.71
Boeing 737,25,1999,6937,Turbofan,2.66,218,1278.1,Europe,26237194.65
Airbus A380,9,2015,15349,Turbofan,11.3,859,3571.0,Europe,283040695.83
Boeing 777,8,2016,15670,Turbofan,6.5,403,3718.44,Middle East,208333491.91
Boeing 777,29,1995,15704,Turbofan,6.2,387,3632.18,North America,76610884.54
Airbus A380,18,2006,14802,Turbofan,11.78,840,543.51,Asia,205582849.03
Boeing 747,23,2001,14130,Turbofan,9.94,650,1334.56,North America,117970304.14
Boeing 747,22,2002,13324,Turbofan,10.49,652,2280.52,Middle East,126089895.0
Boeing 777,12,2012,15554,Turbofan,6.48,386,2766.14,Asia,190874791.9
Airbus A320,26,1998,6519,Turbofan,2.41,176,4849.51,Africa,22141243.11
Airbus A380,16,2008,14794,Turbofan,11.05,853,4136.86,South America,202940253.22
Airbus A320,17,2007,6368,Turbofan,2.54,173,1238.73,North America,38737506.39
Boeing 777,23,2001,15505,Turbofan,6.58,392,3264.21,Asia,94452804.33
Boeing 747,15,2009,13819,Turbofan,9.65,651,1966.65,Oceania,217306518.42
Boeing 737,2,2022,6968,Turbofan,2.72,218,2933.61,Asia,104839304.24
Airbus A320,12,2012,6225,Turbofan,2.48,187,748.62,Middle East,57982349.06
Boeing 747,12,2012,13842,Turbofan,9.38,656,610.2,Europe,269987846.1
Airbus A380,0,2024,15467,Turbofan,11.24,860,2269.67,South America,489148808.07
Boeing 737,17,2007,6779,Turbofan,2.68,206,1643.15,North America,38405976.39
Airbus A350-1000,8,2016,16145,Turbofan,5.59,416,4705.59,Oceania,209564781.43
Airbus A350-1000,8,2016,16091,Turbofan,4.8,418,4104.95,North America,223871143.74
Boeing 747,8,2016,13383,Turbofan,10.07,657,1194.34,Asia,256946258.25
Boeing 747,17,2007,13770,Turbofan,9.4,653,2680.66,Africa,185458617.74
Boeing 737,12,2012,6906,Turbofan,2.94,207,1506.59,Europe,58339240.01
Cessna 172,25,1999,1037,Piston,0.04,4,2180.98,Oceania,122755.85
Boeing 747,13,2011,13949,Turbofan,9.37,662,3882.24,Middle East,228211375.17
Boeing 737,7,2017,6784,Turbofan,2.89,203,3400.16,Oceania,56627157.29
Airbus A320,0,2024,6673,Turbofan,2.59,174,1732.43,Middle East,85494688.21
Airbus A350-1000,1,2023,15974,Turbofan,5.67,406,3858.05,South America,375607867.74
Cessna 172,34,1990,1187,Piston,0.04,4,1057.15,North America,100000.0
Airbus A320,20,2004,6018,Turbofan,2.6,170,1958.05,Africa,36357458.01
Airbus A350-1000,7,2017,16076,Turbofan,5.61,419,3973.7,Africa,235775513.7
Boeing 747,5,2019,13710,Turbofan,10.64,652,4832.05,Asia,274793494.07
Boeing 747,3,2021,14159,Turbofan,10.17,662,4045.97,Asia,351956297.66
Boeing 747,6,2018,13408,Turbofan,9.73,662,4643.44,Oceania,311853384.13
Cessna 172,32,1992,1574,Piston,0.04,4,560.03,Africa,100000.0
Airbus A320,16,2008,6358,Turbofan,2.66,175,682.03,South America,50048283.19
Boeing 777,4,2020,16104,Turbofan,6.39,396,1035.48,Africa,286977399.38
Boeing 737,10,2014,6688,Turbofan,2.77,218,568.58,Africa,54653175.7
Cessna 172,15,2009,859,Piston,0.04,4,3347.24,Asia,154500.77
Boeing 737,19,2005,6392,Turbofan,2.46,203,2999.07,Middle East,30667692.43
Boeing 747,16,2008,13397,Turbofan,9.89,670,4277.45,North America,193298344.17
Boeing 747,30,1994,13534,Turbofan,10.06,669,2316.64,Middle East,93217931.18
Cessna 172,24,2000,1143,Piston,0.04,4,2992.67,Asia,134784.5
Cessna 172,8,2016,960,Piston,0.04,4,622.2,North America,312795.33
Airbus A350-1000,2,2022,16529,Turbofan,5.3,405,949.12,Europe,266188616.71
Cessna 172,26,1998,1623,Piston,0.04,4,4554.7,Asia,107869.14
Airbus A380,18,2006,15403,Turbofan,10.84,855,737.04,Asia,189796897.97
Cessna 172,13,2011,955,Piston,0.04,4,4857.76,North America,196155.26
Boeing 737,20,2004,6486,Turbofan,2.5,213,725.35,South America,40446584.15
Boeing 777,26,1998,16171,Turbofan,7.19,395,1274.46,Oceania,101247419.73
Airbus A350-1000,1,2023,16424,Turbofan,4.94,400,935.92,Europe,307333644.1
Airbus A350-1000,3,2021,15797,Turbofan,5.62,401,4213.34,Oceania,269164203.01
Cessna 172,11,2013,1079,Piston,0.04,4,2341.73,Asia,254279.92
Boeing 737,5,2019,6524,Turbofan,2.79,207,3967.99,Africa,69191727.98
Boeing 747,30,1994,14169,Turbofan,10.26,667,3935.35,Europe,106284343.71
Boeing 747,25,1999,14190,Turbofan,10.68,656,2188.76,South America,99411256.19
Airbus A350-1000,7,2017,15718,Turbofan,5.54,420,4845.55,Africa,268050354.71
Boeing 747,12,2012,13676,Turbofan,10.95,653,1344.64,Africa,254867990.87
Boeing 777,8,2016,15991,Turbofan,7.47,396,1564.58,Asia,256263587.23
Airbus A350-1000,0,2024,15895,Turbofan,5.49,408,1697.27,Europe,316022699.25
Airbus A320,10,2014,6449,Turbofan,2.29,171,1349.01,Oceania,49689106.59
Boeing 747,12,2012,13691,Turbofan,10.18,650,1609.12,North America,192130617.5
Cessna 172,32,1992,1708,Piston,0.04,4,4652.99,North America,100000.0
Airbus A350-1000,7,2017,16133,Turbofan,5.31,404,2621.38,Asia,256122733.99
Airbus A380,18,2006,15422,Turbofan,12.44,848,1968.83,South America,185812979.09
Boeing 747,31,1993,13536,Turbofan,10.49,657,3701.77,Oceania,80988794.57
Boeing 777,0,2024,15647,Turbofan,6.2,396,1786.34,Europe,328925648.98
Airbus A350-1000,2,2022,16339,Turbofan,4.96,410,1922.03,Africa,277711093.27
Boeing 747,28,1996,13979,Turbofan,9.99,670,1928.0,Middle East,82636697.01
Boeing 777,16,2008,15333,Turbofan,7.33,405,2156.56,Europe,148006783.12
Boeing 747,2,2022,13701,Turbofan,9.78,661,1964.8,Oceania,359955721.27
Airbus A320,12,2012,5920,Turbofan,2.54,174,3555.53,Middle East,57955321.16
Boeing 777,15,2009,15928,Turbofan,6.44,399,3036.39,South America,181776423.2
Cessna 172,20,2004,1661,Piston,0.04,4,2216.84,Europe,161445.37
Boeing 777,20,2004,15668,Turbofan,6.47,391,1272.1,Europe,128240724.5
Airbus A380,5,2019,15213,Turbofan,10.94,856,4563.65,Europe,358321161.07
Airbus A320,15,2009,6438,Turbofan,2.68,175,1973.1,Africa,53165299.13
Cessna 172,2,2022,1094,Piston,0.04,4,1085.97,North America,351300.27
Airbus A380,4,2020,15296,Turbofan,11.47,855,945.86,Europe,331390749.62
Boeing 737,28,1996,6144,Turbofan,2.49,208,3048.74,North America,26131160.31
Boeing 747,33,1991,14083,Turbofan,9.97,662,3429.24,Europe,70294023.09
Airbus A380,15,2009,14854,Turbofan,11.68,856,4791.51,South America,210773070.6
Airbus A350-1000,3,2021,16578,Turbofan,5.55,420,2088.51,Asia,309964476.02
Airbus A380,17,2007,15129,Turbofan,11.1,847,3624.34,Europe,215966718.71
Boeing 777,17,2007,15586,Turbofan,6.37,396,3153.12,North America,166695463.97
Boeing 777,4,2020,15972,Turbofan,6.13,399,598.87,Europe,328855425.72
Airbus A350-1000,7,2017,15772,Turbofan,5.49,419,3416.13,South America,303715598.86
Cessna 172,16,2008,813,Piston,0.04,4,3879.98,South America,203513.27
Boeing 737,22,2002,6140,Turbofan,2.49,216,1580.24,Asia,38390201.33
Airbus A320,19,2005,6732,Turbofan,2.28,172,1230.9,North America,35372455.47
Boeing 777,3,2021,15995,Turbofan,7.09,393,2702.16,Oceania,327280223.63
Airbus A320,22,2002,6390,Turbofan,2.26,186,1480.01,Asia,27136394.74
Boeing 737,1,2023,6251,Turbofan,2.9,204,4682.26,Europe,97575721.7
Airbus A350-1000,6,2018,16547,Turbofan,4.88,413,1212.44,Africa,313946415.03
Boeing 777,30,1994,15935,Turbofan,7.03,387,1364.83,Europe,71046439.48
Airbus A350-1000,6,2018,15718,Turbofan,5.56,420,2829.48,South America,261731077.35
Airbus A320,16,2008,5857,Turbofan,2.55,181,4346.02,North America,43384220.06
Airbus A320,27,1997,6727,Turbofan,2.49,171,2226.58,South America,23709498.39
Boeing 737,20,2004,6175,Turbofan,2.5,212,1568.74,Oceania,33862898.41
Airbus A350-1000,2,2022,16035,Turbofan,5.25,410,3892.43,Oceania,370527821.54
Airbus A380,18,2006,15386,Turbofan,12.16,856,958.16,Oceania,159676988.21
Airbus A350-1000,0,2024,16164,Turbofan,5.65,406,3038.88,Africa,393330536.54
Airbus A320,17,2007,6548,Turbofan,2.5,176,743.72,Middle East,42995927.32
Boeing 737,2,2022,6143,Turbofan,2.81,216,2358.22,Middle East,101987829.67
Airbus A380,19,2005,14716,Turbofan,11.72,860,4615.99,North America,140543144.45
Boeing 747,28,1996,14253,Turbofan,10.45,667,1627.2,Oceania,110705612.9
Airbus A380,14,2010,15591,Turbofan,11.51,856,1801.63,Asia,190949207.58
Airbus A380,18,2006,15307,Turbofan,12.01,845,3774.2,North America,169237043.26
Boeing 747,1,2023,14260,Turbofan,10.06,653,509.62,Asia,428185133.39
Cessna 172,16,2008,1459,Piston,0.04,4,729.85,Africa,154255.6
Boeing 777,12,2012,15877,Turbofan,6.56,404,1299.77,North America,171699851.67
Boeing 747,23,2001,14109,Turbofan,9.46,660,4642.5,Asia,121636732.35
Boeing 777,1,2023,15571,Turbofan,6.58,395,4944.28,North America,282740034.98
Cessna 172,12,2012,1031,Piston,0.04,4,4453.14,Oceania,233223.96
Cessna 172,3,2021,1071,Piston,0.04,4,1488.65,North America,401474.72
Airbus A380,12,2012,15460,Turbofan,12.12,841,2440.63,North America,253625287.03
Airbus A350-1000,4,2020,16392,Turbofan,4.74,408,4973.68,Africa,294921471.66
Airbus A350-1000,6,2018,15778,Turbofan,4.71,401,4357.34,Asia,279870839.11
Boeing 747,10,2014,14039,Turbofan,9.06,664,534.92,South America,228556107.37
Cessna 172,22,2002,1512,Piston,0.04,4,2703.23,North America,117306.63
Boeing 777,9,2015,16122,Turbofan,7.12,387,2897.28,South America,188928927.61
Boeing 737,8,2016,7014,Turbofan,2.59,217,2954.83,Europe,77900898.38
Boeing 737,1,2023,6968,Turbofan,2.94,208,4036.03,Oceania,99957150.56
Boeing 747,22,2002,13803,Turbofan,10.63,652,1607.03,Europe,135915472.05
Airbus A350-1000,8,2016,16058,Turbofan,5.65,412,1132.59,Middle East,223069116.43
Airbus A350-1000,8,2016,16408,Turbofan,5.1,418,2146.06,Europe,243783678.2
Cessna 172,22,2002,1582,Piston,0.04,4,1152.34,South America,130884.49
Airbus A320,18,2006,5865,Turbofan,2.71,171,1575.79,Asia,36737610.53
Boeing 737,28,1996,7065,Turbofan,2.66,206,1603.54,Europe,19247664.74
Boeing 777,5,2019,15891,Turbofan,6.77,402,2648.55,South America,275424376.46
Airbus A350-1000,6,2018,15988,Turbofan,5.36,415,849.56,North America,262329839.2
Boeing 747,29,1995,13492,Turbofan,10.93,666,4321.45,Europe,79628409.98
Cessna 172,32,1992,1177,Piston,0.04,4,4665.28,Asia,100000.0
Airbus A320,8,2016,5957,Turbofan,2.43,189,4785.71,Asia,64725141.37
Cessna 172,30,1994,1712,Piston,0.04,4,3475.92,Middle East,100000.0
Airbus A380,13,2011,15393,Turbofan,12.61,859,997.68,Oceania,209833255.68
Boeing 777,13,2011,15582,Turbofan,6.59,393,1984.61,Europe,197844826.34
Cessna 172,10,2014,1540,Piston,0.04,4,2617.96,South America,286394.05
Airbus A350-1000,8,2016,15637,Turbofan,4.95,414,3331.1,North America,205223869.02
Cessna 172,33,1991,1453,Piston,0.04,4,649.06,Europe,100000.0
Boeing 777,7,2017,15233,Turbofan,6.25,388,2766.82,Europe,272710423.64
Boeing 737,13,2011,6993,Turbofan,2.59,218,4356.36,South America,57700353.3
Airbus A350-1000,8,2016,15623,Turbofan,5.58,406,1384.5,North America,223829121.44
Airbus A380,18,2006,14946,Turbofan,12.41,840,673.64,Europe,166728190.68
Boeing 777,3,2021,16075,Turbofan,7.19,396,3528.32,Middle East,323640819.36
Airbus A380,5,2019,15218,Turbofan,12.58,858,4959.09,Asia,376748140.13
Boeing 737,2,2022,6205,Turbofan,2.63,203,3915.91,Africa,80818912.21
Boeing 737,27,1997,7065,Turbofan,2.59,206,1898.85,South America,27863460.73
Airbus A350-1000,7,2017,16376,Turbofan,4.96,415,1725.72,Africa,303701541.03
Airbus A320,7,2017,6761,Turbofan,2.37,189,1033.2,North America,56714568.48
Cessna 172,32,1992,1745,Piston,0.04,4,843.52,Oceania,100000.0
Boeing 737,5,2019,6249,Turbofan,2.83,212,4388.12,Africa,85209670.72
Airbus A380,5,2019,14888,Turbofan,12.45,859,3538.48,South America,287157976.23
